Asset Class,Issuer Name,Ticker,Cpn,Maturity,Currency,Amt Out,Conversion Ratio,TRACE Price,Yld to Mty (Mid),YAS Bnch Px,CV Conversion Price
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,6.5,31/12/2049,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Security Business Bancorp,SBBC,0,#N/A Field Not Applicable,USD,0,50,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,20
Preferreds,Security Business Bancorp,SBBC,0,#N/A Field Not Applicable,USD,0,50,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,20
Preferreds,Prospect Capital Corp,PSEC,5.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,5.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,5.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,5.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,5.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,5.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,5.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,5.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,5.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Cofinimmo SA,COFBBB,6.37,#N/A Field Not Applicable,EUR,0,1,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,107.89
Preferreds,Prospect Capital Corp,PSEC,5.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,5.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,5.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,5.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,5.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,5.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,5.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,5.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,5.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,5.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,5.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,5.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,5.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,5.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,5.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,5.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,5.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,5.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,5.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,5.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,5.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,5.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,5.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,5.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,5.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,5.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,5.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,5.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,5.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,5.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,5.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,5.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,5.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,5.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,6.25,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Corporates,Loyal North PLC,LYLNRT,2,31/12/2023,GBP,0,1,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,10000
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Overseas Chinese Town Asia Holdings Ltd,OCTOWN,5,#N/A Field Not Applicable,HKD,0,1,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,4.05
Preferreds,Prospect Capital Corp,PSEC,5.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Corporates,Cphi-Holding A/S,CPHIHL,15,01/05/2025,SEK,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,5.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,5.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,5.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,5.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Corporates,TM Technology Services Sdn Bhd,TELMAL,1,26/09/2025,MYR,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Corporates,Swift Haulage Bhd,SWHLMK,0,12/05/2032,MYR,0,0.3931,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,2.543881964
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,5.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Corporates,Aldburg SA,ALDBUR,5,01/07/2024,CHF,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Corporates,Exentis Group AG,EXEGRP,6,31/12/2023,CHF,0,17241.37931,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,5.8
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Bank of Botetourt,BORT,7,#N/A Field Not Applicable,USD,0,1,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,28
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Corporates,Cphi-Holding A/S,CPHIHL,15,01/05/2025,EUR,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,XAI Octagon Floating Rate Alternative Income Term Trust,XFLT,6.95,30/06/2029,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,5.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Corporates,BAWAG PSK Wohnbaubank AG,BWAGWB,3.7,29/11/2033,EUR,0,10,#N/A Field Not Applicable,#N/A N/A,98.22,100
Corporates,Themis SpA,THEMIS,4,07/10/2026,EUR,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Celtic PLC,CCPLN,4,#N/A Field Not Applicable,GBP,0,2.08,#N/A Field Not Applicable,2.106073681,#N/A N/A,0.480769231
Preferreds,Prospect Capital Corp,PSEC,5.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Prospect Capital Corp,PSEC,6.5,#N/A Field Not Applicable,USD,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,Samas NV,SAMNP,0,#N/A Field Not Applicable,EUR,,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Preferreds,DMCI Holdings Inc,DMCPM,0,#N/A Field Not Applicable,PHP,,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A Field Not Applicable
Corporates,Endeavors PLC,ENDLN,0,29/12/2049,GBP,,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Corporates,COFIDUR SA,ALCOF,0.1,31/12/2024,EUR,,0.005,#N/A Field Not Applicable,20.57103943,97.053,7364
Preferreds,Benguet Corp,BENG,8,#N/A Field Not Applicable,PHP,,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A Field Not Applicable
